gid,row,col,xcoord,ycoord,diamsec_s,diamprim_s,goldplacer_s,goldvein_s,goldsurface_s
"108250","151","250","-55.25","-14.75",,,,,
"108251","151","251","-54.75","-14.75",,,,,
"108252","151","252","-54.25","-14.75",,,,,
"108253","151","253","-53.75","-14.75",,,,,
"108254","151","254","-53.25","-14.75",,,,,
"108255","151","255","-52.75","-14.75",,,,,
"108256","151","256","-52.25","-14.75",,,,,
"108257","151","257","-51.75","-14.75",,,,,
"108258","151","258","-51.25","-14.75",,,,,
"108259","151","259","-50.75","-14.75",,,,,
"108260","151","260","-50.25","-14.75",,,,,
"108261","151","261","-49.75","-14.75",,,,,
"108262","151","262","-49.25","-14.75",,,,,
"108263","151","263","-48.75","-14.75",,,,,
"108264","151","264","-48.25","-14.75",,,,,
"108265","151","265","-47.75","-14.75",,,,,
"108266","151","266","-47.25","-14.75",,,,,
"108267","151","267","-46.75","-14.75",,,,,
"108268","151","268","-46.25","-14.75",,,,,
"108269","151","269","-45.75","-14.75",,,,,
"108270","151","270","-45.25","-14.75",,,,,
"108271","151","271","-44.75","-14.75",,,,,
"108272","151","272","-44.25","-14.75",,,,,
"108273","151","273","-43.75","-14.75",,,,,
"108274","151","274","-43.25","-14.75",,,,,
"108275","151","275","-42.75","-14.75",,,,,
"108276","151","276","-42.25","-14.75",,,,,
"108277","151","277","-41.75","-14.75",,,,,
"108278","151","278","-41.25","-14.75",,,,,
"108279","151","279","-40.75","-14.75",,,,,
"108280","151","280","-40.25","-14.75",,,,,
"108281","151","281","-39.75","-14.75",,,,,
"108282","151","282","-39.25","-14.75",,,,,
"108385","151","385","12.25","-14.75",,,,,
"108386","151","386","12.75","-14.75",,,,,
"108387","151","387","13.25","-14.75",,,,,
"108388","151","388","13.75","-14.75",,,,,
"108389","151","389","14.25","-14.75",,,,,
"108390","151","390","14.75","-14.75",,,,,
"108391","151","391","15.25","-14.75",,,,,
"108392","151","392","15.75","-14.75",,,,,
"108393","151","393","16.25","-14.75",,,,,
"108394","151","394","16.75","-14.75",,,,,
"108395","151","395","17.25","-14.75",,,,,
"108396","151","396","17.75","-14.75",,,,,
"108397","151","397","18.25","-14.75",,,,,
"108398","151","398","18.75","-14.75",,,,,
"108399","151","399","19.25","-14.75",,,,,
"108400","151","400","19.75","-14.75",,,,,
"108401","151","401","20.25","-14.75",,,,,
"108402","151","402","20.75","-14.75",,,,,
"108403","151","403","21.25","-14.75",,,,,
"108404","151","404","21.75","-14.75",,,,,
"108405","151","405","22.25","-14.75",,,,,
"108406","151","406","22.75","-14.75",,,,,
"108407","151","407","23.25","-14.75",,,,,
"108408","151","408","23.75","-14.75",,,,,
"108409","151","409","24.25","-14.75",,,,,
"108410","151","410","24.75","-14.75",,,,,
"108411","151","411","25.25","-14.75",,,,,
"108412","151","412","25.75","-14.75",,,,,
"108413","151","413","26.25","-14.75",,,,,
"108414","151","414","26.75","-14.75",,,,,
"108415","151","415","27.25","-14.75",,,,,
"108416","151","416","27.75","-14.75",,,,,
"108417","151","417","28.25","-14.75",,,,,
"108418","151","418","28.75","-14.75",,,,,
"108419","151","419","29.25","-14.75",,,,,
"108420","151","420","29.75","-14.75",,,,,
"108421","151","421","30.25","-14.75",,,,,
"108422","151","422","30.75","-14.75",,,,,
"108423","151","423","31.25","-14.75",,,,,
"108424","151","424","31.75","-14.75",,,,,
"108425","151","425","32.25","-14.75",,,,,
"108426","151","426","32.75","-14.75",,,,,
"108427","151","427","33.25","-14.75",,,,,
"108428","151","428","33.75","-14.75",,,,,
"108429","151","429","34.25","-14.75",,,,,
"108430","151","430","34.75","-14.75",,,,,
"108431","151","431","35.25","-14.75",,,,,
"108432","151","432","35.75","-14.75",,,,,
"108433","151","433","36.25","-14.75",,,,,
"108434","151","434","36.75","-14.75",,,,,
"108435","151","435","37.25","-14.75",,,,,
"108436","151","436","37.75","-14.75",,,,,
"108437","151","437","38.25","-14.75",,,,,
"108438","151","438","38.75","-14.75",,,,,
"108439","151","439","39.25","-14.75",,,,,
"108440","151","440","39.75","-14.75",,,,,
"108441","151","441","40.25","-14.75",,,,,
"108442","151","442","40.75","-14.75",,,,,
"108455","151","455","47.25","-14.75",,,,,
"108456","151","456","47.75","-14.75",,,,,
"108457","151","457","48.25","-14.75",,,,,
"108458","151","458","48.75","-14.75",,,,,
"108459","151","459","49.25","-14.75",,,,,
"108460","151","460","49.75","-14.75",,,,,
"108461","151","461","50.25","-14.75",,,,,
"108611","151","611","125.25","-14.75",,,,,
"108612","151","612","125.75","-14.75",,,,,
"108613","151","613","126.25","-14.75",,,,,
"108614","151","614","126.75","-14.75",,,,,
"108615","151","615","127.25","-14.75",,,,,
"108616","151","616","127.75","-14.75",,,,,
"108617","151","617","128.25","-14.75",,,,,
"108618","151","618","128.75","-14.75",,,,,
"108619","151","619","129.25","-14.75",,,,,
"108620","151","620","129.75","-14.75",,,,,
"108621","151","621","130.25","-14.75",,,,,
"108622","151","622","130.75","-14.75",,,,,
"108623","151","623","131.25","-14.75",,,,,
"108624","151","624","131.75","-14.75",,,,,
"108625","151","625","132.25","-14.75",,,,,
"108626","151","626","132.75","-14.75",,,,,
"108627","151","627","133.25","-14.75",,,,,
"108628","151","628","133.75","-14.75",,1,,,
"108629","151","629","134.25","-14.75",,,,,
"108630","151","630","134.75","-14.75",,,,,
"108631","151","631","135.25","-14.75",,,,,
"108632","151","632","135.75","-14.75",,,,,
"108644","151","644","141.75","-14.75",,,,,
"108645","151","645","142.25","-14.75",,,,,
"108646","151","646","142.75","-14.75",,,,,
"108647","151","647","143.25","-14.75",,,,,
"108648","151","648","143.75","-14.75",,,,,
"108649","151","649","144.25","-14.75",,,,,
"108650","151","650","144.75","-14.75",,,,,
"108651","151","651","145.25","-14.75",,,,,
"108694","151","694","166.75","-14.75",,,,,
"108695","151","695","167.25","-14.75",,,,,
"108697","151","697","168.25","-14.75",,,,,
"108737","152","17","-171.75","-14.25",,,,,
"108738","152","18","-171.25","-14.25",,,,,
"108928","152","208","-76.25","-14.25",,,,,
"108929","152","209","-75.75","-14.25",,,,,
"108930","152","210","-75.25","-14.25",,,,,
"108931","152","211","-74.75","-14.25",,,,,
"108932","152","212","-74.25","-14.25",,,,,
"108933","152","213","-73.75","-14.25",,,,,
"108934","152","214","-73.25","-14.25",,,,,
"108935","152","215","-72.75","-14.25",,,,,
"108936","152","216","-72.25","-14.25",,,,,
"108937","152","217","-71.75","-14.25",,,,,
"108938","152","218","-71.25","-14.25",,,,1,
"108939","152","219","-70.75","-14.25",,,,,
"108940","152","220","-70.25","-14.25",,,,,
"108941","152","221","-69.75","-14.25",,,,1,1
"108942","152","222","-69.25","-14.25",,,,,1
"108943","152","223","-68.75","-14.25",,,,,
"108944","152","224","-68.25","-14.25",,,,,
"108945","152","225","-67.75","-14.25",,,,1,
"108946","152","226","-67.25","-14.25",,,,,
"108947","152","227","-66.75","-14.25",,,,,
"108948","152","228","-66.25","-14.25",,,,,
"108949","152","229","-65.75","-14.25",,,,,
"108950","152","230","-65.25","-14.25",,,,,
"108951","152","231","-64.75","-14.25",,,,,
"108952","152","232","-64.25","-14.25",,,,,
"108953","152","233","-63.75","-14.25",,,,,
"108954","152","234","-63.25","-14.25",,,,,
"108955","152","235","-62.75","-14.25",,,,,
"108956","152","236","-62.25","-14.25",,,,,
"108957","152","237","-61.75","-14.25",,,,,
"108958","152","238","-61.25","-14.25",,,,,
"108959","152","239","-60.75","-14.25",,,,,
"108960","152","240","-60.25","-14.25",,,,,
"108961","152","241","-59.75","-14.25",,,,,
"108962","152","242","-59.25","-14.25",,,,,
"108963","152","243","-58.75","-14.25",,,,,
"108964","152","244","-58.25","-14.25",,,,,
"108965","152","245","-57.75","-14.25",,,,,
"108966","152","246","-57.25","-14.25",,,,,
"108967","152","247","-56.75","-14.25",,,1,,
"108968","152","248","-56.25","-14.25",,,,,
"108969","152","249","-55.75","-14.25",,,,,
"108970","152","250","-55.25","-14.25",,,,,
"108971","152","251","-54.75","-14.25",,,,,
"108972","152","252","-54.25","-14.25",,,1,,
"108973","152","253","-53.75","-14.25",,,,,
"108974","152","254","-53.25","-14.25",,,,,
"108975","152","255","-52.75","-14.25",,,,,
"108976","152","256","-52.25","-14.25",,,,,
"108977","152","257","-51.75","-14.25",,,,,
"108978","152","258","-51.25","-14.25",,,,,
"108979","152","259","-50.75","-14.25",,,,,
"108980","152","260","-50.25","-14.25",1,,1,,
"108981","152","261","-49.75","-14.25",,,,,
"108982","152","262","-49.25","-14.25",,,,,
"108983","152","263","-48.75","-14.25",,,,,
"108984","152","264","-48.25","-14.25",1,,,,
"108985","152","265","-47.75","-14.25",,,,,
"108986","152","266","-47.25","-14.25",,,,,
"108987","152","267","-46.75","-14.25",,,,,
"108988","152","268","-46.25","-14.25",,,,,
"108989","152","269","-45.75","-14.25",,,,,
"108990","152","270","-45.25","-14.25",,,,,
"108991","152","271","-44.75","-14.25",,,,,
"108992","152","272","-44.25","-14.25",,,,,
"108993","152","273","-43.75","-14.25",,,,,
"108994","152","274","-43.25","-14.25",,,,,
"108995","152","275","-42.75","-14.25",,,,,
"108996","152","276","-42.25","-14.25",,,,,
"108997","152","277","-41.75","-14.25",,,,,
"108998","152","278","-41.25","-14.25",,,,,
"108999","152","279","-40.75","-14.25",,,,1,
"109000","152","280","-40.25","-14.25",,,,,
"109001","152","281","-39.75","-14.25",,,,,
"109002","152","282","-39.25","-14.25",,,,,
"109003","152","283","-38.75","-14.25",,,,,
"109105","152","385","12.25","-14.25",,,,,
"109106","152","386","12.75","-14.25",,,,,
"109107","152","387","13.25","-14.25",,,,,
"109108","152","388","13.75","-14.25",,,,,
"109109","152","389","14.25","-14.25",,,,,
"109110","152","390","14.75","-14.25",,,,,
"109111","152","391","15.25","-14.25",,,,,
"109112","152","392","15.75","-14.25",,,,,
"109113","152","393","16.25","-14.25",,,,,
"109114","152","394","16.75","-14.25",,,,,
"109115","152","395","17.25","-14.25",,,,,
"109116","152","396","17.75","-14.25",,,,,
"109117","152","397","18.25","-14.25",,,,,
"109118","152","398","18.75","-14.25",,,,,
"109119","152","399","19.25","-14.25",,,,,
"109120","152","400","19.75","-14.25",,,,,
"109121","152","401","20.25","-14.25",,,,,
"109122","152","402","20.75","-14.25",,,,,
"109123","152","403","21.25","-14.25",1,,,,
"109124","152","404","21.75","-14.25",,,,,
"109125","152","405","22.25","-14.25",,,,,
"109126","152","406","22.75","-14.25",,,,,
"109127","152","407","23.25","-14.25",,,,,
"109128","152","408","23.75","-14.25",,,,,
"109129","152","409","24.25","-14.25",,,,,
"109130","152","410","24.75","-14.25",,,,,
"109131","152","411","25.25","-14.25",,,,,
"109132","152","412","25.75","-14.25",,,,,
"109133","152","413","26.25","-14.25",,,,,
"109134","152","414","26.75","-14.25",,,,,
"109135","152","415","27.25","-14.25",,,,,
"109136","152","416","27.75","-14.25",,,,,
"109137","152","417","28.25","-14.25",,,,,
"109138","152","418","28.75","-14.25",,,,,
"109139","152","419","29.25","-14.25",,,,,
"109140","152","420","29.75","-14.25",,,,,
"109141","152","421","30.25","-14.25",,,,,
"109142","152","422","30.75","-14.25",,,,,
"109143","152","423","31.25","-14.25",,,,,
"109144","152","424","31.75","-14.25",,,,,
"109145","152","425","32.25","-14.25",,,,,
"109146","152","426","32.75","-14.25",,,,,
"109147","152","427","33.25","-14.25",,,,,
"109148","152","428","33.75","-14.25",,,,,
"109149","152","429","34.25","-14.25",,,,,
"109150","152","430","34.75","-14.25",,,,,
"109151","152","431","35.25","-14.25",,,,,
"109152","152","432","35.75","-14.25",,,,,
"109153","152","433","36.25","-14.25",,,,,
"109154","152","434","36.75","-14.25",,,,,
"109155","152","435","37.25","-14.25",,,,,
"109156","152","436","37.75","-14.25",,,,,
"109157","152","437","38.25","-14.25",,,,,
"109158","152","438","38.75","-14.25",,,,,
"109159","152","439","39.25","-14.25",,,,,
"109160","152","440","39.75","-14.25",,,,,
"109161","152","441","40.25","-14.25",,,,,
"109162","152","442","40.75","-14.25",,,,,
"109176","152","456","47.75","-14.25",,,,,
"109177","152","457","48.25","-14.25",,,,,
"109178","152","458","48.75","-14.25",,,,,
"109179","152","459","49.25","-14.25",,,,,
"109180","152","460","49.75","-14.25",,,,,
"109181","152","461","50.25","-14.25",,,,,
"109331","152","611","125.25","-14.25",,,,,
"109332","152","612","125.75","-14.25",,,,,
"109333","152","613","126.25","-14.25",,,,,
"109334","152","614","126.75","-14.25",,,,,
"109335","152","615","127.25","-14.25",,,,,
"109336","152","616","127.75","-14.25",,,,,
"109339","152","619","129.25","-14.25",,,,,
"109340","152","620","129.75","-14.25",,,,,
"109341","152","621","130.25","-14.25",,,,,
"109342","152","622","130.75","-14.25",,,,,
"109343","152","623","131.25","-14.25",,,,,
"109344","152","624","131.75","-14.25",,,,,
"109345","152","625","132.25","-14.25",,,,,
"109346","152","626","132.75","-14.25",,,,,
"109347","152","627","133.25","-14.25",,,,,
"109348","152","628","133.75","-14.25",,,,,
"109349","152","629","134.25","-14.25",,,,,
"109350","152","630","134.75","-14.25",,,,,
"109351","152","631","135.25","-14.25",,,,,
"109352","152","632","135.75","-14.25",,,,,
"109353","152","633","136.25","-14.25",,,,,
"109354","152","634","136.75","-14.25",,,,,
"109364","152","644","141.75","-14.25",,,,,
"109365","152","645","142.25","-14.25",,,,,
"109366","152","646","142.75","-14.25",,,,,
"109367","152","647","143.25","-14.25",,,,,
"109368","152","648","143.75","-14.25",,,,,
"109369","152","649","144.25","-14.25",,,,,
"109370","152","650","144.75","-14.25",,,,,
"109415","152","695","167.25","-14.25",,,,,
"109416","152","696","167.75","-14.25",,,,,
"109455","153","15","-172.75","-13.75",,,,,
"109456","153","16","-172.25","-13.75",,,,,
"109457","153","17","-171.75","-13.75",,,,,
"109458","153","18","-171.25","-13.75",,,,,
"109648","153","208","-76.25","-13.75",,,,,
"109649","153","209","-75.75","-13.75",,,,,
"109650","153","210","-75.25","-13.75",,,,,
"109651","153","211","-74.75","-13.75",,,,,
"109652","153","212","-74.25","-13.75",,,,,
"109653","153","213","-73.75","-13.75",,,,1,
"109654","153","214","-73.25","-13.75",,,,,
"109655","153","215","-72.75","-13.75",,,,,
"109656","153","216","-72.25","-13.75",,,,,
"109657","153","217","-71.75","-13.75",,,,,
"109658","153","218","-71.25","-13.75",,,,,
"109659","153","219","-70.75","-13.75",,,,1,
"109660","153","220","-70.25","-13.75",,,,,
"109661","153","221","-69.75","-13.75",,,,,
"109662","153","222","-69.25","-13.75",,,,,
"109663","153","223","-68.75","-13.75",,,,,
"109664","153","224","-68.25","-13.75",,,,,
"109665","153","225","-67.75","-13.75",,,,,
"109666","153","226","-67.25","-13.75",1,,,,
"109667","153","227","-66.75","-13.75",,,,,
"109668","153","228","-66.25","-13.75",,,,,
"109669","153","229","-65.75","-13.75",,,,,
"109670","153","230","-65.25","-13.75",,,,,
"109671","153","231","-64.75","-13.75",,,,,
"109672","153","232","-64.25","-13.75",,,,,
"109673","153","233","-63.75","-13.75",,,,,
"109674","153","234","-63.25","-13.75",,,,,
"109675","153","235","-62.75","-13.75",,,,,
"109676","153","236","-62.25","-13.75",,,,,
"109677","153","237","-61.75","-13.75",,,,,
"109678","153","238","-61.25","-13.75",,,,,
"109679","153","239","-60.75","-13.75",,,,,
"109680","153","240","-60.25","-13.75",,,,,
"109681","153","241","-59.75","-13.75",,,,,
"109682","153","242","-59.25","-13.75",,,,,
"109683","153","243","-58.75","-13.75",,,,,
"109684","153","244","-58.25","-13.75",,,,,
"109685","153","245","-57.75","-13.75",,,,,
"109686","153","246","-57.25","-13.75",,,,,
"109687","153","247","-56.75","-13.75",,,1,,
"109688","153","248","-56.25","-13.75",,,,,
"109689","153","249","-55.75","-13.75",,,,,
"109690","153","250","-55.25","-13.75",,,,,
"109691","153","251","-54.75","-13.75",,,,,
"109692","153","252","-54.25","-13.75",,,,,
"109693","153","253","-53.75","-13.75",,,,,
"109694","153","254","-53.25","-13.75",1,,,,
"109695","153","255","-52.75","-13.75",,,,,
"109696","153","256","-52.25","-13.75",,,,,
"109697","153","257","-51.75","-13.75",,,,,
"109698","153","258","-51.25","-13.75",,,,,
"109699","153","259","-50.75","-13.75",,,,,
"109700","153","260","-50.25","-13.75",,,,,
"109701","153","261","-49.75","-13.75",,,,,
"109702","153","262","-49.25","-13.75",,,,,
"109703","153","263","-48.75","-13.75",,,,,
"109704","153","264","-48.25","-13.75",,,,,
"109705","153","265","-47.75","-13.75",,,,,
"109706","153","266","-47.25","-13.75",,,,,
"109707","153","267","-46.75","-13.75",,,,,
"109708","153","268","-46.25","-13.75",,,,,
"109709","153","269","-45.75","-13.75",,,,,
"109710","153","270","-45.25","-13.75",,,,,
"109711","153","271","-44.75","-13.75",,,,,
"109712","153","272","-44.25","-13.75",,,,,
"109713","153","273","-43.75","-13.75",,,,,
"109714","153","274","-43.25","-13.75",,,,,
"109715","153","275","-42.75","-13.75",,,,,
"109716","153","276","-42.25","-13.75",,,,,
"109717","153","277","-41.75","-13.75",,,,1,
"109718","153","278","-41.25","-13.75",,,,,
"109719","153","279","-40.75","-13.75",,,,,
"109720","153","280","-40.25","-13.75",,,,,
"109721","153","281","-39.75","-13.75",,,,,
"109722","153","282","-39.25","-13.75",,,,,
"109723","153","283","-38.75","-13.75",,,,,
"109825","153","385","12.25","-13.75",,,,,
"109826","153","386","12.75","-13.75",,,,,
"109827","153","387","13.25","-13.75",,,,,
"109828","153","388","13.75","-13.75",,,,,
"109829","153","389","14.25","-13.75",,,,,
"109830","153","390","14.75","-13.75",,,,,
"109831","153","391","15.25","-13.75",,,,,
"109832","153","392","15.75","-13.75",,,,,
"109833","153","393","16.25","-13.75",,,,,
"109834","153","394","16.75","-13.75",,,,,
"109835","153","395","17.25","-13.75",,,,,
"109836","153","396","17.75","-13.75",,,,,
"109837","153","397","18.25","-13.75",,,,,
"109838","153","398","18.75","-13.75",,,,,
"109839","153","399","19.25","-13.75",,,,,
"109840","153","400","19.75","-13.75",,,,,
"109841","153","401","20.25","-13.75",,,,,
"109842","153","402","20.75","-13.75",,,,,
"109843","153","403","21.25","-13.75",,,,,
"109844","153","404","21.75","-13.75",,,,,
"109845","153","405","22.25","-13.75",,,,,
"109846","153","406","22.75","-13.75",,,,,
"109847","153","407","23.25","-13.75",1,,,,
"109848","153","408","23.75","-13.75",,,,,
"109849","153","409","24.25","-13.75",,,,,
"109850","153","410","24.75","-13.75",1,,,,
"109851","153","411","25.25","-13.75",,,,,
"109852","153","412","25.75","-13.75",,,,,
"109853","153","413","26.25","-13.75",,,,,
"109854","153","414","26.75","-13.75",,,,,
"109855","153","415","27.25","-13.75",,,,,
"109856","153","416","27.75","-13.75",,,,,
"109857","153","417","28.25","-13.75",,,,,
"109858","153","418","28.75","-13.75",,,,,
"109859","153","419","29.25","-13.75",,,,,
"109860","153","420","29.75","-13.75",,,,,
"109861","153","421","30.25","-13.75",,,,,
"109862","153","422","30.75","-13.75",,,,,
"109863","153","423","31.25","-13.75",,,,,
"109864","153","424","31.75","-13.75",,,,,
"109865","153","425","32.25","-13.75",,,,,
"109866","153","426","32.75","-13.75",,,,,
"109867","153","427","33.25","-13.75",,,,,
"109868","153","428","33.75","-13.75",,,,,
"109869","153","429","34.25","-13.75",,,,,
"109870","153","430","34.75","-13.75",,,,,
"109871","153","431","35.25","-13.75",,,,,
"109872","153","432","35.75","-13.75",,,,,
"109873","153","433","36.25","-13.75",,,,,
"109874","153","434","36.75","-13.75",,,,,
"109875","153","435","37.25","-13.75",,,,,
"109876","153","436","37.75","-13.75",,,,,
"109877","153","437","38.25","-13.75",,,,,
"109878","153","438","38.75","-13.75",,,,,
"109879","153","439","39.25","-13.75",,,,,
"109880","153","440","39.75","-13.75",,,,,
"109881","153","441","40.25","-13.75",,,,,
"109882","153","442","40.75","-13.75",,,,,
"109896","153","456","47.75","-13.75",,,,,
"109897","153","457","48.25","-13.75",,,,,
"109898","153","458","48.75","-13.75",,,,,
"109899","153","459","49.25","-13.75",,,,,
"109900","153","460","49.75","-13.75",,,,,
"109901","153","461","50.25","-13.75",,,,,
"110053","153","613","126.25","-13.75",,,,,
"110054","153","614","126.75","-13.75",,,,,
"110055","153","615","127.25","-13.75",,,,,
"110060","153","620","129.75","-13.75",,,,,
"110061","153","621","130.25","-13.75",,,,,
"110062","153","622","130.75","-13.75",,,,,
"110063","153","623","131.25","-13.75",,,,,
"110064","153","624","131.75","-13.75",,,,,
"110065","153","625","132.25","-13.75",,,,,
"110066","153","626","132.75","-13.75",,,,,
"110067","153","627","133.25","-13.75",,,,,
"110068","153","628","133.75","-13.75",,,,,
"110069","153","629","134.25","-13.75",,,,,
"110070","153","630","134.75","-13.75",,,,,
"110071","153","631","135.25","-13.75",,,,,
"110072","153","632","135.75","-13.75",,,,,
"110073","153","633","136.25","-13.75",,,,,
"110074","153","634","136.75","-13.75",,,,,
"110083","153","643","141.25","-13.75",,,,,
"110084","153","644","141.75","-13.75",,,,,
"110085","153","645","142.25","-13.75",,,,,
"110086","153","646","142.75","-13.75",,,,,
"110087","153","647","143.25","-13.75",,,,,
"110088","153","648","143.75","-13.75",,,,,
"110135","153","695","167.25","-13.75",,,,,
"110136","153","696","167.75","-13.75",,,,,
"110175","154","15","-172.75","-13.25",,,,,
"110176","154","16","-172.25","-13.25",,,,,
"110367","154","207","-76.75","-13.25",,,,,
"110368","154","208","-76.25","-13.25",,,,,
"110369","154","209","-75.75","-13.25",,,,,
"110370","154","210","-75.25","-13.25",,,,1,
"110371","154","211","-74.75","-13.25",,,,,
"110372","154","212","-74.25","-13.25",,,,,
"110373","154","213","-73.75","-13.25",,,,,
"110374","154","214","-73.25","-13.25",,,,,
"110375","154","215","-72.75","-13.25",,,,,
"110376","154","216","-72.25","-13.25",,,,,
"110377","154","217","-71.75","-13.25",,,,,
"110378","154","218","-71.25","-13.25",,,,,
"110379","154","219","-70.75","-13.25",,,,,
"110380","154","220","-70.25","-13.25",,,,1,
"110381","154","221","-69.75","-13.25",,,,1,
"110382","154","222","-69.25","-13.25",,,,,
"110383","154","223","-68.75","-13.25",,,,,
"110384","154","224","-68.25","-13.25",,,1,,
"110385","154","225","-67.75","-13.25",,,,,
"110386","154","226","-67.25","-13.25",1,,,,
"110387","154","227","-66.75","-13.25",,,,,
"110388","154","228","-66.25","-13.25",,,,,
"110389","154","229","-65.75","-13.25",,,,,
"110390","154","230","-65.25","-13.25",,,,,
"110391","154","231","-64.75","-13.25",,,,,
"110392","154","232","-64.25","-13.25",,,,,
"110393","154","233","-63.75","-13.25",,,,,
"110394","154","234","-63.25","-13.25",,,,,
"110395","154","235","-62.75","-13.25",,,,,
"110396","154","236","-62.25","-13.25",,,,,
"110397","154","237","-61.75","-13.25",,,,,
"110398","154","238","-61.25","-13.25",,,,,
"110399","154","239","-60.75","-13.25",,,,,
"110400","154","240","-60.25","-13.25",,,,,
"110401","154","241","-59.75","-13.25",,,,,
"110402","154","242","-59.25","-13.25",,,,,
"110403","154","243","-58.75","-13.25",,,,,
"110404","154","244","-58.25","-13.25",,,,,
"110405","154","245","-57.75","-13.25",,,,,
"110406","154","246","-57.25","-13.25",,,,,
"110407","154","247","-56.75","-13.25",,,,,
"110408","154","248","-56.25","-13.25",,,,,
"110409","154","249","-55.75","-13.25",,,,,
"110410","154","250","-55.25","-13.25",,,,,
"110411","154","251","-54.75","-13.25",,,,,
"110412","154","252","-54.25","-13.25",,,,,
"110413","154","253","-53.75","-13.25",,,,,
"110414","154","254","-53.25","-13.25",,,,,
"110415","154","255","-52.75","-13.25",,,,,
"110416","154","256","-52.25","-13.25",,,,,
"110417","154","257","-51.75","-13.25",,,,,
"110418","154","258","-51.25","-13.25",,,,,
"110419","154","259","-50.75","-13.25",,,,,
"110420","154","260","-50.25","-13.25",,,,,
"110421","154","261","-49.75","-13.25",,,,,
"110422","154","262","-49.25","-13.25",,,,,
"110423","154","263","-48.75","-13.25",,,,,
"110424","154","264","-48.25","-13.25",,,,,
"110425","154","265","-47.75","-13.25",,,,,
"110426","154","266","-47.25","-13.25",,,,,
"110427","154","267","-46.75","-13.25",,,,,
"110428","154","268","-46.25","-13.25",,,,,
"110429","154","269","-45.75","-13.25",,,,,
"110430","154","270","-45.25","-13.25",,,,,
"110431","154","271","-44.75","-13.25",,,,,
"110432","154","272","-44.25","-13.25",,,,,
"110433","154","273","-43.75","-13.25",,,,,
"110434","154","274","-43.25","-13.25",,,,,
"110435","154","275","-42.75","-13.25",,,,,
"110436","154","276","-42.25","-13.25",,,,,
"110437","154","277","-41.75","-13.25",,,,,
"110438","154","278","-41.25","-13.25",,,,,
"110439","154","279","-40.75","-13.25",,,,,
"110440","154","280","-40.25","-13.25",,,,,
"110441","154","281","-39.75","-13.25",,,,,
"110442","154","282","-39.25","-13.25",,,,,
"110443","154","283","-38.75","-13.25",,,,,
"110444","154","284","-38.25","-13.25",,,,,
"110546","154","386","12.75","-13.25",,,,,
"110547","154","387","13.25","-13.25",,,,,
"110548","154","388","13.75","-13.25",,,,,
"110549","154","389","14.25","-13.25",,,,,
"110550","154","390","14.75","-13.25",,,,,
"110551","154","391","15.25","-13.25",,,,,
"110552","154","392","15.75","-13.25",,,,,
"110553","154","393","16.25","-13.25",,,,,
"110554","154","394","16.75","-13.25",,,,,
"110555","154","395","17.25","-13.25",,,,,
"110556","154","396","17.75","-13.25",1,,,,
"110557","154","397","18.25","-13.25",,,,,
"110558","154","398","18.75","-13.25",,1,,,
"110559","154","399","19.25","-13.25",,,,,
"110560","154","400","19.75","-13.25",,,,,
"110561","154","401","20.25","-13.25",,,,,
"110562","154","402","20.75","-13.25",,,,,
"110563","154","403","21.25","-13.25",,,,,
"110564","154","404","21.75","-13.25",,,,,
"110565","154","405","22.25","-13.25",1,,,,
"110566","154","406","22.75","-13.25",,,,,
"110567","154","407","23.25","-13.25",,,,,
"110568","154","408","23.75","-13.25",,,,,
"110569","154","409","24.25","-13.25",,,,,
"110570","154","410","24.75","-13.25",,,,,
"110571","154","411","25.25","-13.25",,,,,
"110572","154","412","25.75","-13.25",,,,,
"110573","154","413","26.25","-13.25",,,,,
"110574","154","414","26.75","-13.25",,,,,
"110575","154","415","27.25","-13.25",,,,,
"110576","154","416","27.75","-13.25",,,,,
"110577","154","417","28.25","-13.25",,,,,
"110578","154","418","28.75","-13.25",,,,,
"110579","154","419","29.25","-13.25",,,,,
"110580","154","420","29.75","-13.25",,,,,
"110581","154","421","30.25","-13.25",,,,,
"110582","154","422","30.75","-13.25",,,,,
"110583","154","423","31.25","-13.25",,,,,
"110584","154","424","31.75","-13.25",,,,,
"110585","154","425","32.25","-13.25",,,,,
"110586","154","426","32.75","-13.25",,,,,
"110587","154","427","33.25","-13.25",,,,,
"110588","154","428","33.75","-13.25",,,,,
"110589","154","429","34.25","-13.25",,,,,
"110590","154","430","34.75","-13.25",,,,,
"110591","154","431","35.25","-13.25",,,,,
"110592","154","432","35.75","-13.25",,,,,
"110593","154","433","36.25","-13.25",,,,,
"110594","154","434","36.75","-13.25",,,,,
"110595","154","435","37.25","-13.25",,,,,
"110596","154","436","37.75","-13.25",,,,,
"110597","154","437","38.25","-13.25",,,,,
"110598","154","438","38.75","-13.25",,,,,
"110599","154","439","39.25","-13.25",,,,,
"110600","154","440","39.75","-13.25",,,,,
"110601","154","441","40.25","-13.25",,,,,
"110602","154","442","40.75","-13.25",,,,,
"110617","154","457","48.25","-13.25",,,,,
"110618","154","458","48.75","-13.25",,,,,
"110619","154","459","49.25","-13.25",,,,,
"110620","154","460","49.75","-13.25",,,,,
"110621","154","461","50.25","-13.25",,,,,
"110780","154","620","129.75","-13.25",,,,,
"110781","154","621","130.25","-13.25",,,,,
"110782","154","622","130.75","-13.25",,,,,
"110783","154","623","131.25","-13.25",,,,,
